ka,JP-rubi,JP-kanji,english,exa,EN-sentence,NP1,NP-sentence,JP-question,カンデルサイン,S1,S3,S5,S7,S2,S4,N2,N4,N6,N8,,,,,,,,,
101,きょり,距離,distance,マラソンは42.195キロの距離を走る。,For a marathon you have to run a distance of 42.195 kilometers.,दूरी,म्याराथनमा तपाईंले 42.195 किलोमिटरको दूरी दौडनुपर्छ।,マラソンは42.195キロの（　）を走る,１,,,,,,,,,,,,,,,,,,,
102,きろく,記録（する）,record,出席者の名前を記録してください。,Please record the names of those present.,रेकर्ड,उपस्थित व्यक्तिहरूको नाम रेकर्ड गर्नुहोस्।,出席者の名前を（　）してください,１,,,,,,,,,,,,,,,,,,,
103,きん,金,gold,金のネックレスをして出掛けた。,I went out wearing a gold necklace.,सुन,म सुनको हार लगाएर बाहिर गएँ।,（　）のネックレスをして出掛けた,１,,,,,,,,,,,,,,,,,,,
104,ぎん,銀,silver,父から銀の時計をもらった。,I received a silver watch from my father.,चाँदी,मैले मेरो बुबाबाट चाँदीको घडी पाएँ।,父から（　）の時計をもらった,１,,,,,,,,,,,,,,,,,,,
105,きんこ,金庫,safe,金庫に宝石や現金が入れてある。,There are jewelry and cash in the safe.,सेफ,सेफमा गहना र नगद राखिएको छ।,（　）に宝石や現金が入れてある,１,,,,,,,,,,,,,,,,,,,
106,きんし,近視,"near-sighted, short-sighted",近視なので、眼鏡がないとよく見えない。,"As I am near-sighted, I can't see well without my glasses.",नजिकको दृष्टि,"म नजिकको दृष्टि भएकोले, चश्मा बिना राम्रोसँग देख्न सक्दिनँ।",（　）なので、眼鏡がないとよく見えない,１,,,,,,,,,,,,,,,,,,,
107,きんぞく,金属,metal,銅は熱を伝えやすい金属だ。,Copper is a metal that conducts heat easily.,धातु,तामा एक धातु हो जसले तापलाई सजिलै संचालन गर्छ।,銅は熱を伝えやすい（　）だ,１,,,,,,,,,,,,,,,,,,,
108,きんちょう,緊張（する）,"strain, stress, tension",私は、たくさんの人の前で話すと緊張する。,I get nervous when I speak in front of lots of people.,तनाव,धेरै मानिसहरूको अगाडि बोल्दा मलाई तनाव लाग्छ।,私は、たくさんの人の前で話すと（　）する,１,,,,,,,,,,,,,,,,,,,
109,ぐあい,具合,"condition, state",体の具合が悪いので、会社を休んだ。,"My bodily condition is bad, so I am off work.",स्थिति,"मेरो शारीरिक स्थिति खराब भएकोले, म कामबाट बिदामा छु।",体の（　）が悪いので、会社を休んだ,１,,,,,,,,,,,,,,,,,,,
110,くふう,工夫（する）,device,少ない予算で工夫してごちそうを作った。,I devised a means of making a wonderful meal on a small budget.,युक्ति,मैले कम बजेटमा स्वादिष्ट खाना बनाउन एउटा युक्ति निकालें।,少ない予算で（　）してごちそうを作った,１,,,,,,,,,,,,,,,,,,,
111,くべつ,区別（する）,distinction,敬語と友達言葉を区別して使っている。,I distinguish between using honorific and casual language.,भिन्नता,म आदरार्थी र अनौपचारिक भाषाबीचको भिन्नता छुट्याएर प्रयोग गर्छु।,敬語と友達言葉を（　）して使っている,１,,,,,,,,,,,,,,,,,,,
112,クリーニング,,cleaning,パーティーで着た服をクリーニングに出した。,I took the clothes I wore to the party to be cleaned.,सफाई,मैले पार्टीमा लगाएको कपडा सफाईको लागि दिएँ।,パーティーで着た服を（　）に出した,１,,,,,,,,,,,,,,,,,,,
113,クリック,,click,ここをクリックすると、字が大きくなる。,"When you click here, the letter becomes bigger.",क्लिक,"यहाँ क्लिक गर्दा, अक्षर ठूलो हुन्छ।",ここを（　）すると、字が大きくなる,１,,,,,,,,,,,,,,,,,,,
114,くろう,苦労（する）,labor,彼は漢字を覚えるのに苦労している。,He is laboring to memorize the kanji.,कष्ट,उनी कानजी याद गर्न कष्ट गरिरहेका छन्।,彼は漢字を覚えるのに（　）している,１,,,,,,,,,,,,,,,,,,,
115,けいえい,経営（する）,management,父は化粧品会社を経営している。,My father manages a cosmetics company.,व्यवस्थापन,मेरा बुबाले प्रसाधन कम्पनीको व्यवस्थापन गर्नुहुन्छ।,父は化粧品会社を（　）している,１,,,,,,,,,,,,,,,,,,,
116,けいご,敬語,honorific language,敬語を正しく使うのは難しい。,It's difficult to use honorific language correctly.,आदरार्थी भाषा,आदरार्थी भाषा सही तरिकाले प्रयोग गर्न गाह्रो छ।,（　）を正しく使うのは難しい,１,,,,,,,,,,,,,,,,,,,
117,けいじ,掲示（する）,"bulletin, notice",合格した人の名前を門の前に掲示します。,The names of those who passed will be put up in front of the gate.,सूचना,उत्तीर्ण भएका व्यक्तिहरूको नाम गेटको अगाडि सूचना गरिनेछ।,合格した人の名前を門の前に（　）します,１,,,,,,,,,,,,,,,,,,,
118,けしき,景色,"landscape, scenery, view",窓から見える景色が素晴らしい。,The view that can be seen from the window is wonderful.,दृश्य,झ्यालबाट देखिने दृश्य अद्भुत छ।,窓から見える（　）が素晴らしい,１,,,,,,,,,,,,,,,,,,,
119,けっか,結果,result,面接試験の結果はメールで知らせます。,We will notify you by e-mail of the result of the interview.,परिणाम,हामी तपाईंलाई अन्तर्वार्ताको परिणाम इमेलद्वारा सूचित गर्नेछौं।,面接試験の（　）はメールで知らせます,１,,,,,,,,,,,,,,,,,,,
120,けっしん,決心（する）,"determination, resolution",私は離婚しようと決心した。,I made up my mind to get divorced.,निर्णय,मैले सम्बन्ध विच्छेद गर्ने निर्णय गरें।,私は離婚しようと（　）した,１,,,,,,,,,,,,,,,,,,,
